name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
Fiona Davis21,15644,792,391,97,True,False,False,0.07705720396138506,False,regular,1244,real
George Brown,69281,739,160,72,True,True,False,0.08184816853584533,False,regular,183,real
Fan817Online,3958,2807,49,10,False,False,False,0.01069259654047415,False,very_low,211,fake
Alice Moore,95970,726,208,143,True,False,False,0.010155005044298115,False,regular,559,real
Follower690Fake,3734,820,44,23,False,True,False,0.0088136918101331,False,irregular,337,fake
David Jones88,5173,121,466,53,True,True,False,0.05758546385098413,False,regular,221,real
George Davis,5950,483,473,125,True,True,False,0.08668133084579015,False,occasional,986,real
Ivy Anderson,8939,425,453,145,True,False,True,0.03699545798472602,False,occasional,48,real
Charlie Wilson94,96980,810,307,110,True,False,False,0.07086889469282738,False,occasional,197,real
Eve Jones,27672,982,120,87,True,False,False,0.09731314781059107,False,regular,1703,real
iwbxx5o2pef,2193,4257,48,26,False,True,False,0.00024471105209337594,True,irregular,142,fake
cv93qg_2fzdf9ok,3449,4517,10,50,True,True,False,0.003176504125983086,False,irregular,55,fake
Bob Williams,93488,796,429,95,True,False,False,0.05046034870974443,False,regular,1367,real
George Taylor,38645,913,397,95,True,False,False,0.05686076120393763,False,regular,853,real
Charlie Davis,70639,918,399,62,True,False,False,0.042874746706225646,False,regular,936,real
Charlie Brown,3332,321,49,28,True,False,False,0.04144439302165508,False,regular,659,real
Alice Jones,47144,685,381,143,True,False,False,0.07609241059926534,False,regular,1498,real
Jack Wilson,56099,50,338,65,True,True,False,0.04095260008271277,False,occasional,1247,real
2ij8dhzs3va_z2t,2505,1003,31,19,False,True,False,0.009476772266801272,False,spammy,86,fake
George Taylor,72453,933,495,74,True,False,False,0.052600359575761556,False,regular,189,real
Jack Jones,51894,252,221,107,True,False,False,0.013235504371233778,False,regular,629,real
AdidasDeals4,4088,3936,11,24,False,False,False,0.00911567129356827,False,spammy,260,fake
User470Spam,3821,4077,47,47,False,False,False,0.016631542395286032,True,irregular,221,fake
Jane Doe1997,3149,4249,9,23,True,True,False,0.004754606698073038,False,very_low,189,fake
David Jones58,35272,48,477,78,True,False,False,0.062184424337403295,False,regular,1473,real
David Jones,74074,373,269,114,True,False,False,0.01525171662149961,False,regular,183,real
John Smith2002,1035,4995,21,14,False,True,False,0.0012843354505786776,False,irregular,306,fake
z5cdrldqoqg0,1407,3318,41,2,False,True,False,0.002331477385617655,True,spammy,232,fake
Michael Davis2001,1393,3349,9,37,False,False,False,0.010566202501981042,True,irregular,243,fake
TechGadgetsOnline1,1362,4223,11,3,False,False,False,0.013548775838219595,True,irregular,115,fake
Ivy Brown,30188,552,34,101,True,False,False,0.07550103556405958,True,consistent,125,real
Jack Wilson,27805,806,335,73,True,False,False,0.018396682689731405,False,regular,1630,real
Bob Brown,60829,94,357,144,True,False,True,0.08585993911921658,False,regular,1583,real
Fiona Davis63,68643,299,438,72,True,False,False,0.09640812517949357,False,occasional,926,real
n9_9pvgla8,3377,4788,40,34,False,False,False,0.013970857242995387,True,irregular,3,fake
David Moore,44067,312,247,83,True,False,False,0.05158141960603127,False,regular,1777,real
Ivy Wilson,8472,510,499,81,True,False,False,0.06245064111861366,True,occasional,335,real
Jack Miller14,549,752,278,62,True,False,False,0.04928658302137729,False,regular,573,real
Bob Brown,70891,37,291,126,True,False,True,0.0458256678509932,False,regular,1302,real
Fiona Wilson,9050,241,232,27,True,False,False,0.03977105036175517,False,occasional,978,real
Jack Smith,4659,802,328,52,True,False,False,0.07121121973237265,False,regular,304,real
Fan736Bot,725,2172,20,38,False,False,False,0.014633703704019705,False,spammy,102,fake
FashionNovaDeals2,3175,500,50,36,False,False,False,0.010222023758241829,True,very_low,10,fake
Alice Miller42,71708,197,139,77,True,False,False,0.03259557487376664,False,regular,884,real
NikeStore5,2307,1886,9,21,False,False,False,0.0061671830963657606,True,irregular,127,fake
George Miller64,66613,389,93,69,True,False,False,0.0932562960841077,False,occasional,738,real
George Jones,19790,345,55,145,True,False,True,0.05919663372579437,False,regular,213,real
George Davis,94782,391,123,23,True,False,False,0.07784067507979169,True,regular,865,real
Account896Spam,1836,4970,23,45,False,False,False,0.006094565689039873,True,spammy,165,fake
TechGadgetsStore3,779,2515,11,26,True,True,False,0.012837204087909235,False,irregular,82,fake
Jack Davis,89044,95,462,59,True,False,False,0.0761621215251401,False,occasional,32,real
George Anderson,45113,960,178,97,True,False,False,0.09612931075534784,True,occasional,231,real
Charlie Miller,60391,358,218,26,True,False,False,0.04285808713057537,False,regular,349,real
Charlie Wilson,34221,445,5,78,True,True,False,0.011381373304909449,False,regular,703,real
Ivy Smith,3997,181,440,103,True,False,False,0.04337602474268241,False,occasional,1158,real
George Anderson,22152,667,486,47,True,False,False,0.024703245602624768,False,regular,1334,real
Fiona Brown70,51030,965,203,143,True,False,False,0.054243796242505984,True,regular,986,real
Mary Brown1992,2314,3309,39,26,False,True,False,0.011378990093846115,True,very_low,42,fake
George Brown96,67810,139,481,44,True,False,False,0.097107614655116,False,consistent,31,real
Eve Smith,19652,413,378,134,True,False,False,0.07602064523418202,False,regular,737,real
x_hj8l4am37e,3520,1799,32,28,False,True,False,0.007011652295164332,False,spammy,357,fake
Michael Davis1984,755,4005,3,49,True,True,False,0.014340500276601682,True,spammy,229,fake
Hannah Williams,18019,930,71,109,True,False,False,0.09029763306058827,False,regular,621,real
fke2rom02e_,4152,1048,38,36,False,False,False,0.01719292200247295,False,irregular,172,fake
Fiona Smith7,13886,324,297,88,True,False,True,0.012861625060457382,False,regular,239,real
Fiona Taylor,4086,752,284,136,True,True,False,0.021597017441349262,False,occasional,346,real
Alice Miller,3629,426,318,23,True,False,False,0.04625064012671341,False,regular,222,real
David Moore,79408,887,414,115,True,False,False,0.041354867287181435,False,occasional,228,real
v_ae5h0pvdan99,3198,3871,8,32,False,False,False,0.002416746101927254,True,very_low,159,fake
David Wilson10,44925,769,361,59,True,False,False,0.09903204146531373,False,regular,817,real
TechGadgetsStore4,807,536,27,34,False,True,False,0.01546222301742111,False,irregular,70,fake
Hannah Anderson,54160,663,169,38,True,False,False,0.05615538703742493,True,regular,540,real
Jack Anderson77,35265,315,212,36,True,True,False,0.029433909318469384,False,regular,877,real
Fiona Taylor,73688,358,191,21,True,True,False,0.08187177280296269,True,regular,523,real
Bob Smith,18191,570,58,150,True,False,False,0.09916349660125051,False,occasional,236,real
Michael Davis1981,2921,1264,15,36,True,False,False,0.018271403807341748,True,irregular,268,fake
David Smith55,25746,450,117,43,True,True,False,0.02109475163787279,False,regular,370,real
Charlie Smith,20415,267,207,81,True,True,False,0.09589325323177746,False,occasional,769,real
George Moore,51769,559,481,142,True,False,False,0.01651706302052386,False,regular,629,real
Member803Spam,3183,796,28,16,False,True,False,0.0009372891549148,True,irregular,74,fake
Ivy Jones84,74372,562,312,105,True,False,False,0.09221467725368784,False,consistent,531,real
Eve Davis,21936,731,452,123,True,False,False,0.04286411128813898,False,occasional,153,real
Charlie Moore75,1441,412,57,96,True,False,False,0.01377549641287279,True,regular,1446,real
George Wilson,51841,551,185,129,True,False,False,0.022254359375246467,False,regular,252,real
Alice Wilson,98901,622,449,118,True,False,False,0.04199309680809299,False,consistent,1015,real
David Smith,18956,16,399,87,True,False,False,0.08557933281565044,False,occasional,998,real
Ivy Davis,31731,482,176,47,True,False,False,0.07367685572952377,False,regular,200,real
George Brown,41250,194,227,48,True,True,True,0.0910943426677206,False,occasional,1672,real
Jack Anderson,9594,736,495,114,True,False,False,0.0411126623611003,False,occasional,1170,real
8vl669mgp,4738,617,28,34,False,False,False,0.0173339707841071,False,very_low,221,fake
FashionNovaStore4,897,2929,14,27,False,False,False,0.002624054129803679,True,very_low,240,fake
Hannah Smith,84256,72,127,96,True,False,True,0.08062034374340406,False,occasional,109,real
Ivy Miller,9428,661,95,60,True,False,False,0.08297552171476372,False,regular,932,real
Bob Taylor,68193,475,222,66,True,False,False,0.02250613954603789,False,consistent,1230,real
David Anderson,97696,446,377,143,True,True,False,0.07344670883203688,False,regular,1805,real
David Davis,32394,381,175,124,True,False,False,0.0717322626156869,False,occasional,1722,real
Charlie Anderson,60183,796,401,63,True,False,False,0.08332379000628486,True,regular,1490,real
Eve Brown,55427,843,375,121,True,False,True,0.07020185703775962,False,regular,966,real
Ivy Taylor,76649,292,420,38,True,False,False,0.034197146029194866,False,regular,1493,real
Jack Brown39,65600,607,20,139,True,False,False,0.08380314094213868,False,regular,1454,real
Alice Moore,96680,566,23,97,True,False,False,0.01422144252642514,False,consistent,723,real
David Jones,66811,811,102,104,True,False,False,0.08557426788770017,False,regular,1474,real
David Davis,1088,895,165,114,True,False,False,0.020630589716932813,False,occasional,283,real
Charlie Moore,19189,727,442,134,True,False,False,0.08584926513204219,False,occasional,594,real
Alice Moore,1663,675,164,148,True,False,False,0.09009561599683488,False,occasional,746,real
Hannah Miller33,51689,186,270,108,True,True,False,0.06939097866489279,False,occasional,835,real
Ivy Moore56,32684,192,398,144,True,False,False,0.07335806335845889,False,regular,391,real
Alice Brown85,85428,763,277,134,True,False,False,0.04015373641527788,False,consistent,1397,real
Fiona Miller,81744,676,223,95,True,False,True,0.010726331902216371,False,occasional,808,real
Ivy Wilson,47068,828,312,94,True,True,False,0.017385570049427732,False,occasional,180,real
Bob Williams61,48039,568,465,31,True,False,False,0.011053550969133241,False,regular,365,real
Alice Davis,9675,122,144,133,True,True,False,0.0708019829328992,False,regular,970,real
qbzjcv67io6,2464,4366,35,29,False,False,False,0.012070532973598187,False,very_low,266,fake
Robert Jones1991,1006,2907,24,17,False,True,False,0.019652772815696076,True,very_low,76,fake
eyeaxeis,432,911,17,30,False,True,False,0.005277970862154964,False,spammy,197,fake
David Brown95,25619,25,320,118,True,True,False,0.0731084367059123,True,occasional,1588,real
George Anderson91,36132,557,325,141,True,False,False,0.051525108063819235,False,occasional,1757,real
AdidasStore1,4071,2586,6,15,True,True,False,0.012952630830314954,True,spammy,98,fake
Eve Brown99,97446,700,55,123,True,True,False,0.05982895133605584,False,regular,1154,real
Fiona Williams,33128,545,46,56,True,False,False,0.023997458193391878,False,occasional,1613,real
0heoc3pw4p72c_k,2027,2684,25,13,True,False,False,0.0179073776994245,False,very_low,232,fake
Jack Brown,61323,913,400,130,True,True,False,0.022909175221072352,False,regular,621,real
David Williams,84876,685,132,97,True,False,False,0.018145355283935544,False,regular,1648,real
User376Online,899,1406,38,21,False,True,False,0.002973307848829503,False,spammy,42,fake
iao0l6o3pmzo9m,2038,1377,32,49,False,False,False,0.0137407370578461,True,irregular,122,fake
Jane Doe1994,238,2769,31,17,False,False,False,0.0018367677183240372,True,very_low,193,fake
Alice Brown,45637,560,123,43,True,False,False,0.07558313343010985,False,regular,1036,real
Robert Jones1998,1833,3492,21,50,False,False,False,0.011178152458276863,False,irregular,96,fake
Fiona Brown40,26833,345,482,105,True,True,False,0.05928566248697406,False,regular,743,real
Member571Online,2310,928,8,28,True,False,False,0.005177914922580747,True,irregular,178,fake
Follower774Suspicious,643,3086,49,28,True,False,False,0.017844333844542686,True,spammy,227,fake
Alice Anderson49,61372,75,162,117,True,False,False,0.09004751797291292,False,occasional,1820,real
Charlie Wilson,76749,176,417,74,True,True,True,0.04232787925200107,False,occasional,155,real
David Wilson29,21051,487,122,29,True,True,False,0.05257563607439529,False,occasional,937,real
SheinOfficial2,2569,1108,8,13,True,False,False,0.01576438256110394,True,irregular,258,fake
Alice Jones,71376,772,469,76,True,False,True,0.05515773991323371,False,regular,517,real
NikeDeals4,2097,3636,14,28,True,True,False,0.00487879858302587,True,spammy,192,fake
Bob Williams,51244,153,126,103,True,False,False,0.044351962969879206,False,regular,873,real
David Jones,69030,385,414,110,True,False,False,0.038840344668110614,False,regular,976,real
David Brown,61704,933,207,136,True,True,True,0.04610604925900108,True,regular,66,real
Jack Miller,71209,984,9,37,True,False,False,0.086686118412999,False,regular,767,real
Hannah Jones68,35902,148,227,50,True,False,False,0.025300125294426608,False,regular,574,real
Ivy Wilson,37787,449,450,69,True,True,False,0.06821469694468503,False,regular,48,real
Fan636Bot,1160,983,15,8,False,False,False,0.018165023134174958,False,irregular,24,fake
Bob Moore78,78527,858,125,54,True,False,False,0.03545721180941138,False,regular,608,real
David Wilson98,25285,415,155,135,True,False,False,0.06236566114802953,False,consistent,1817,real
George Smith21,12973,329,333,87,True,False,False,0.09429477699942586,False,regular,463,real
Jane Doe1990,3761,1223,40,39,False,False,False,0.005940288612114502,False,spammy,39,fake
Bob Williams,61380,720,266,56,True,False,False,0.05299574067337738,False,regular,1559,real
TechGadgetsStore3,4309,612,47,30,False,False,False,0.004802439454586349,True,very_low,26,fake
Mary Brown1981,3452,4607,8,31,True,False,False,0.017852966868317548,True,spammy,68,fake
Bob Davis,90683,81,281,110,True,False,False,0.08858431817546289,True,regular,783,real
Hannah Moore,59316,849,202,46,True,True,False,0.021736037890126812,False,regular,1485,real
Eve Smith,10873,889,362,38,True,True,False,0.0806462552825634,False,regular,333,real
John Smith1990,2623,4542,28,32,False,False,False,0.011916449801128779,False,irregular,70,fake
David Williams23,45308,800,329,90,True,False,False,0.0818413788141784,False,regular,1317,real
AdidasDeals2,1196,3005,3,3,False,True,False,0.0049483649027349495,False,irregular,270,fake
Charlie Brown66,60394,562,475,37,True,False,False,0.09361868586515712,False,regular,1255,real
SheinOnline3,1192,2903,31,11,False,False,False,0.016420868373159953,True,spammy,128,fake
Fiona Anderson7,54385,533,430,136,True,False,False,0.03551116059693485,False,regular,1526,real
David Anderson,31525,537,446,88,True,True,False,0.01732779642405854,False,regular,1686,real
Hannah Jones,55703,13,106,141,True,False,False,0.03638581251841436,False,regular,1327,real
Eve Taylor,67225,674,47,149,True,False,False,0.04452900151217203,False,occasional,111,real
Fan262Online,3760,2328,47,40,True,True,False,0.013115099402787173,False,irregular,291,fake
Alice Brown53,40029,231,84,47,True,False,True,0.015845310477293546,False,regular,1332,real
Alice Wilson45,15749,643,487,135,True,False,False,0.023462589561505112,False,consistent,126,real
Hannah Taylor,11568,162,38,111,True,False,False,0.017339779269342374,False,regular,1768,real
Profile848Bot,1522,3574,39,27,False,True,False,0.01990892559696673,True,irregular,73,fake
m8sufau3qd64vg,1139,959,26,29,True,True,False,0.0025634530047686367,False,very_low,211,fake
NikeShop4,90,1900,12,24,False,True,False,0.012815088143993876,False,irregular,128,fake
